trip_id,person_id,household_id,tour_id,primary_purpose,trip_num,outbound,trip_count,purpose,destination,origin,depart,trip_mode
670841333,2045247,693692,83855166,work,1,FALSE,3,othmaint,2370,2370,18,WALK
674442049,2056225,696782,84305256,univ,1,TRUE,1,univ,2370,2378,18,WALK
674442117,2056225,696782,84305264,work,1,FALSE,1,Home,2378,2325,18,BIKE
680195237,2073765,702572,85024404,work,1,FALSE,1,Home,2388,2362,18,SHARED2FREE
681028357,2076305,703333,85128544,work,1,FALSE,1,Home,2389,2407,18,DRIVEALONEFREE
684815393,2087851,706562,85601924,shopping,1,TRUE,1,shopping,2405,2417,18,DRIVEALONEFREE
691366913,2107825,712655,86420864,work,1,TRUE,1,work,2446,2452,18,BIKE
692413173,2111015,713609,86551646,school,1,FALSE,1,Home,2454,2394,18,WALK_LOC
693889565,2115516,714963,86736195,work,1,FALSE,1,Home,2468,2421,18,SHARED2FREE
695576797,2120660,716538,86947099,work,1,FALSE,4,shopping,2445,2450,18,DRIVEALONEFREE
695576798,2120660,716538,86947099,work,2,FALSE,4,shopping,2445,2445,18,DRIVEALONEFREE
695679069,2120972,716601,86959883,school,1,FALSE,1,Home,2443,2430,18,WALK
696077918,2122188,716952,87009739,school,2,FALSE,2,Home,2456,2393,18,SHARED3FREE
696110781,2122288,716975,87013847,work,1,FALSE,1,Home,2456,2469,18,BIKE
581328493,1772342,613075,72666061,work,1,FALSE,1,Home,2314,2296,19,DRIVEALONEFREE
660231189,2012899,683892,82528898,work,1,FALSE,1,Home,2360,2436,19,BIKE
672002781,2048788,694692,84000347,work,1,FALSE,2,escort,2397,2392,19,WALK
673655901,2053828,696107,84206987,work,1,FALSE,1,Home,2375,2435,19,WALK
674442053,2056225,696782,84305256,univ,1,FALSE,1,Home,2378,2370,19,WALK_LOC
677519413,2065607,700226,84689926,work,1,FALSE,1,Home,2392,2393,19,WALK
684019453,2085425,705863,85502431,eatout,1,FALSE,1,Home,2414,2447,19,SHARED2FREE
684815397,2087851,706562,85601924,shopping,1,FALSE,1,Home,2417,2405,19,DRIVEALONEFREE
685573525,2090163,707290,85696690,eatout,1,FALSE,1,Home,2422,2423,19,WALK
695576800,2120660,716538,86947099,work,4,FALSE,4,Home,2443,2404,19,DRIVEALONEFREE
583813357,1779918,615557,72976669,school,1,FALSE,2,eatout,2393,2406,20,SHARED3FREE
657728437,2005269,681760,82216054,othdiscr,1,FALSE,1,Home,2344,2374,20,DRIVEALONEFREE
667918741,2036337,690954,83489842,othdiscr,1,FALSE,1,Home,2367,2374,20,WALK
670841334,2045247,693692,83855166,work,2,FALSE,3,escort,2370,2370,20,WALK
670841335,2045247,693692,83855166,work,3,FALSE,3,Home,2369,2370,20,WALK
672002782,2048788,694692,84000347,work,2,FALSE,2,Home,2374,2397,20,WALK
681145061,2076661,703488,85143132,school,1,FALSE,2,shopping,2325,2319,20,SHARED3FREE
683785805,2084712,705746,85473225,shopping,1,FALSE,1,Home,2414,2405,20,WALK
690493453,2105162,711822,86311681,work,1,FALSE,1,Home,2450,2370,20,DRIVEALONEFREE
582944109,1777268,614667,72868013,othdiscr,1,FALSE,1,Home,2333,2335,21,WALK
583813358,1779918,615557,72976669,school,2,FALSE,2,Home,2334,2393,21,SHARED3FREE
670764909,2045014,693617,83845613,work,1,FALSE,2,eatout,2370,2370,21,WALK
670764910,2045014,693617,83845613,work,2,FALSE,2,Home,2369,2370,21,WALK
672905109,2051539,695447,84113138,work,1,FALSE,1,Home,2374,2362,21,WALK
681145062,2076661,703488,85143132,school,2,FALSE,2,Home,2390,2325,21,SHARED3FREE
685932237,2091256,707501,85741529,shopping,1,FALSE,1,Home,2422,2325,21,BIKE
689335877,2101633,710462,86166984,school,1,FALSE,1,Home,2382,2405,21,WALK
691366849,2107825,712655,86420856,univ,1,TRUE,1,univ,2370,2452,22,DRIVEALONEFREE
691366853,2107825,712655,86420856,univ,1,FALSE,2,escort,2374,2370,22,DRIVEALONEFREE
691366917,2107825,712655,86420864,work,1,FALSE,1,Home,2452,2446,22,BIKE
691366854,2107825,712655,86420856,univ,2,FALSE,2,Home,2452,2374,23,DRIVEALONEFREE
